sep=;
2;7;73;
06:20;07:30;11:15;13:00;14:30;16:30;0,0;6,6;07:00;08:20;12:20;13:50;15:20;17:20
06:23;07:33;11:18;13:03;14:33;16:33;0,7;59;06:58;08:18;12:18;13:48;15:18;17:18
06:25;07:35;11:20;13:05;14:35;16:35;1,3;53;06:55;08:15;12:15;13:45;15:15;17:15
06:26;07:36;11:21;13:06;14:36;16:36;1,6;50;06:54;08:14;12:14;13:44;15:14;17:14
06:27;07:37;11:22;13:07;14:37;16:37;19;441;47;441;06:53;08:13;12:13;13:43;15:13;17:13
06:29;07:39;11:24;13:09;14:39;16:39;2,6;441;4,0;441;06:52;08:12;12:12;13:42;15:12;17:12
06:31;07:41;11:26;13:11;14:41;16:41;33;3,3;441;06:49;08:09;12:09;13:39;15:09;17:09
06:33;07:43;11:28;13:13;14:43;16:43;39;441;27;441;06:48;08:08;12:08;13:38;15:08;17:08
06:34;07:44;11:29;13:14;14:44;16:44;4,5;441413;2,1;413441;06:46;08:06;12:06;13:36;15:06;17:06
06:36;07:46;11:31;13:16;14:46;16:46;48;413;8;413;06:45;08:05;12:05;13:35;15:05;17:05
06:37;07:47;11:32;13:17;14:47;16:47;55;413;06:43;08:03;12:03;13:33;15:03;17:03
06:39;07:49;11:34;13:19;14:49;16:49;5,9;413;0,7;413;06:42;08:02;12:02;13:32;15:02;17:02,
06:40;07:50;11:35;13:20;14:50;16:50;66;413;0,0;06:40;08:00;12:00;13:30;15:00;17:00
